タイトル,所在地,緯度,経度,写真1,写真2,写真3,写真4,写真5,写真6,写真7,写真8,写真9,写真10,連絡先,分類,災害種別,備考
正梶避難所,宍喰浦字正梶１９１－１,33.56105163,134.3041283,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
弁天山(宍喰),宍喰浦字正梶１８６,33.56165867,134.3058238,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
愛宕神社(宍喰),宍喰浦字三反田９８,33.565309,134.302481,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
日比原西避難所,日比原字日比原１２８,33.57134567,134.289381,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
日比原東避難所,日比原字日比原１４９－１,33.5716603,134.2915708,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
日比原氏神神社,日比原字日比原１４２,33.57135023,134.2903108,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
安養寺高台,久保字安養寺５５－１,33.57353078,134.2944909,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
宍喰県民グランド駐車場(～高台),久保字北田５７－２,33.57277277,134.2993741,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
浄福寺裏山,久保字久保１－１,33.56925552,134.3023681,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
八幡神社（宍喰）,久保字久保１－３,33.56981943,134.302955,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
ホテルリビエラししくい(３階以上),宍喰浦字松原２２６－１,33.568478,134.307211,,,,,,,,,,,0884-76-3300,指定緊急避難所（法定外）,"地震,津波",
ジャンボ緑風会前広場,久保字板取２４３－３１０,33.57680939,134.3069095,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
国道沿高台（豚皇裏高台）,宍喰浦字那佐３２８－１４,33.58272869,134.3150371,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
国道沿高台（那佐高台）,宍喰浦字那佐３２９－１,33.58281231,134.3196507,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
那佐高台２,宍喰浦字那佐３２９,33.58282568,134.3234485,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
那佐高台１,宍喰浦字那佐３２９,33.58284432,134.3238766,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
那佐神社,宍喰浦字那佐３３５,33.58343419,134.3256735,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
（株）丸本,大井字谷口４,33.63022835,134.3242739,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
遊遊ＮＡＳＡ,奥浦字鹿ヶ谷５８－３,33.588003,134.353626,,,,,,,,,,,0884-73-0300,指定緊急避難所（法定外）,"地震,津波",
西山墓地散策道,奥浦字脇ノ宮１０８－１,33.59665316,134.3494993,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
六地蔵前広場(～散策道),奥浦字西分３８－１,33.59488348,134.3515507,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
国道鹿ヶ谷高台,奥浦字鹿ヶ谷１２－２,33.59208877,134.3525431,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
妙見山公園(新町側),奥浦字町内１９２－１,33.59497376,134.3538951,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
明現神社(町内側),奥浦字町内１９２－１,33.59466287,134.3543187,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
薬師寺(～明現神社),奥浦字町内１９２－１,33.59482779,134.3549567,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
城山堤ノ外避難所,鞆浦字山下９－１,33.59362451,134.3573796,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
城山山下避難所,鞆浦字山下９－１,33.59376082,134.3586413,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
トワニー海部工場跡,鞆浦字高倉３１－１,33.59153217,134.3570701,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
善称寺(～観音堂),鞆浦字高倉３－２,33.5923091,134.3583101,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
多善寺(～観音堂),鞆浦字高倉３－２,33.59200775,134.3582296,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
住吉神社,鞆浦字立岩９,33.59224772,134.3593451,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
万照寺(愛宕山),鞆浦字大宮２９－１,33.59061864,134.3596652,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
東上町,鞆浦字東町１４７,33.59086781,134.3605078,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
東浜,鞆浦字東町１５５－３,33.59150466,134.3613335,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
法華寺(～高台),鞆浦字東町１１５,33.59109517,134.3618474,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
西法寺,多良字片山９０－１,33.60463359,134.345226,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
愛宕山(大里),大里字片山２１－１,33.60405478,134.3501486,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
海陽町役場海南庁舎,大里字上中須１２８,33.602023,134.351987,,,,,,,,,,,0884-73-1234,指定緊急避難所（法定外）,"地震,津波",
海南小学校（緊急避難場所）,四方原字旭町50,33.60678026,134.3546607,,,,,,,,,,,0884-73-0036,指定緊急避難所（法定外）,"地震,津波",
海部高等学校（緊急避難場所）,大里字古畑58-2,33.607715,134.357916,,,,,,,,,,,0884-73-1371,指定緊急避難所（法定外）,"地震,津波",
海陽中学校（緊急避難場所）,大里字松原34-83,33.60624037,134.3634967,,,,,,,,,,,0884-73-0074,指定緊急避難所（法定外）,"地震,津波",
大里台高台,大里字五反田９２－５,33.61386314,134.3710438,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
まぜのおか,浅川字西福良４３,33.62265,134.369299,,,,,,,,,,,,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水反乱",
海南保育所横避難所,四方原字広谷１９,33.61386335,134.3587735,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
海南文化村(～高台),四方原字広谷２０,33.61342785,134.3581252,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
鯖床,浅川字天神前１４－１,33.631452,134.367551,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
鯖瀬,浅川字中相２１－２５,33.64813917,134.3853324,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
加島城趾,浅川字鍛冶屋４４－２,33.63463015,134.3757851,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
加島(森田宅裏山),浅川字別当７－１０,33.63492808,134.3729544,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
粟ノ浦神社,浅川字粟浦口５３－２,33.63392819,134.3683808,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
天神前,浅川字天神前７－３,33.632904,134.367971,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
柳ノ内,浅川字柳ノ内１０９,33.63686138,134.3625099,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
大田（県道浅川港線）,浅川字大田７１－２,33.6300693,134.3631225,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
取池避難所,浅川字イナ４－４,33.62858955,134.3619551,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
観音庵,浅川字イナ４７－１,33.62696344,134.3609782,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
弁天神社(浅川),浅川字新町３０－３,33.62408852,134.359341,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
東泉寺(～裏山高台),浅川字新町３０－３,33.62351178,134.3596698,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
愛宕山(浅川),浅川字川ヨリ西１６９－４,33.62297904,134.3600403,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
江音寺(～愛宕山),浅川字川ヨリ西１６９－４,33.62271508,134.3607849,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
浅川東(裏山),浅川字ノドロ６－３,33.62262027,134.362189,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
スベリ坂,浅川字ノドロ４２－１０,33.62187991,134.3642506,,,,,,,,,,,,指定緊急避難所（法定外）,"地震,津波",
櫛ヶ谷町営住宅２号棟,海部郡美波町奥河内字,33.722217,134.53824,,,,,,,,,,,　　　　　?,指定緊急避難所（法定外）,津波,
櫛ヶ谷町営住宅１号棟,海部郡美波町奥河内字,33.722504,134.538291,,,,,,,,,,,　　　　　?,指定緊急避難所（法定外）,津波,
徳島県南部総合県民局,海部郡美波町奥河内字,33.727998,134.532398,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
日和佐地方合同庁舎,徳島県海部郡美波町奥河内弁才天２,33.729612,134.531941,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
美波町コミュニティホール,海部郡美波町奥河内字,33.734559,134.535819,,,,,,,,,,,0884-77-1111,指定緊急避難所（法定外）,津波,
ホテルシャングリラ跡地,徳島県海部郡美波町奥河内弁才天２３３?１,33.723992,134.521166,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
南阿波サンライン入口（ヤマト運輸奥）,徳島県海部郡美波町奥河内 県道147号線,33.719843,134.523843,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
ひばりヶ丘奥,徳島県海部郡美波町奥河内櫛ケ谷,33.720302,134.531977,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
竜宮公園避難場所,徳島県海部郡美波町奥河内櫛ケ谷２６３,33.722473,134.540544,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
城山付近高台３,海部郡美波町奥河内字,33.723009,134.540083,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
外磯１,徳島県海部郡美波町日和佐浦４４３?５,33.724123,134.535277,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
城山付近高台２,海部郡美波町奥河内字,33.727932,134.537649,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
城山付近高台１,海部郡美波町奥河内字,33.729905,134.536781,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
賀永団地（祖川氏宅前）,徳島県海部郡美波町奥河内弁才天１３６,33.725381,134.530263,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
桧鼻墓地,徳島県海部郡美波町奥河内 土佐東街道,33.728936,134.529839,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
道の駅日和佐向かい山,徳島県海部郡美波町奥河内寺前４５５,33.729826,134.529152,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
茶房隅ノ倉周辺,海部郡美波町奥河内字,33.728574,134.521256,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
若宮神社山道,徳島県海部郡美波町奥河内寺前３１０,33.730088,134.524465,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
吉田博則氏宅裏山,海部郡美波町奥河内字,33.73071,134.524531,,,,,,,,,,,　　　　　?,指定緊急避難所（法定外）,津波,
篠原実男氏宅横山道,徳島県海部郡美波町奥河内寺前３０３,33.730747,134.525827,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
浅田貴之氏宅裏山,海部郡美波町奥河内字,33.73112,134.526515,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
寺込会館横山道,海部郡美波町奥河内字,33.73134,134.527547,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
杉谷章能氏宅裏果樹園,海部郡美波町奥河内字,33.734442,134.528889,,,,,,,,,,,　　　　　?,指定緊急避難所（法定外）,津波,
理容岡本裏山墓地,海部郡美波町奥河内字,33.735904,134.529601,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
日和佐モータース向かい山墓地,海部郡美波町奥河内字,33.737232,134.528786,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
うみがめ荘裏県道,美波町日和佐浦３７０?４,33.735709,134.541299,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
浜野氏宅横,徳島県海部郡美波町日和佐浦３７２?６,33.735088,134.539183,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
桝田美恵子氏宅裏山,徳島県海部郡美波町日和佐浦３９３,33.735557,134.538851,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
山王谷（四国のみち）,徳島県海部郡美波町日和佐浦３９６,33.736063,134.537929,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
日和佐小学校体育館裏山,徳島県海部郡美波町奥河内本村３４,33.735844,134.535845,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
金比羅山,海部郡美波町奥河内字,33.735075,134.53415,,,,,,,,,,,　　　　　?,指定緊急避難所（法定外）,津波,
西町津波避難タワー,徳島県海部郡美波町奥河内 県道294号線,33.737665,134.533077,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
新宝木橋より上（隅田宅前広場）,徳島県海部郡美波町奥河内井ノ上２８８?６,33.738376,134.534672,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
井ノ上砂防ダム横,徳島県海部郡美波町奥河内井ノ上１８７?２,33.741384,134.538474,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
井ノ上公園（山の公園）,徳島県海部郡美波町奥河内井ノ上１９７,33.741672,134.537882,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
老人ルーム前,徳島県海部郡美波町奥河内井ノ上２３３,33.742254,134.537867,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
町道高台,徳島県海部郡美波町奥河内井ノ上２５３,33.743641,134.538201,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
丸山避難所,徳島県海部郡美波町北河内 国道55号線,33.743885,134.535094,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
北河内の庵,徳島県海部郡美波町北河内本村３０１,33.745377,134.536067,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
恵比須浜地区高台２,海部郡美波町恵比須浜字,33.737003,134.558845,,,,,,,,,,,　　　　　?,指定緊急避難所（法定外）,津波,
上田喜秋氏宅奥山,海部郡美波町恵比須浜字,33.7391,134.559121,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
恵比須浜地区高台１,海部郡美波町恵比須浜字,33.739026,134.55802,,,,,,,,,,,　　　　　?,指定緊急避難所（法定外）,津波,
田中俊昭氏宅裏山,海部郡美波町恵比須浜字,33.74286,134.550713,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
田井地区高台１,海部郡美波町恵比須浜字,33.742549,134.554976,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
田井地区高台３,海部郡美波町恵比須浜字,33.743258,134.560301,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
東道氏宅向かい山,海部郡美波町恵比須浜字,33.744646,134.560277,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
田井地区高台２,海部郡美波町恵比須浜字,33.747463,134.555698,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
東道千恵子氏宅横山道,徳島県海部郡美波町恵比須浜田井２３０,33.747459,134.558046,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
南地正夫氏宅前の山,海部郡美波町木岐,33.757935,134.567109,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
白浜県道高台（新）,海部郡美波町木岐,33.759648,134.567537,,,,,,,,,,,,指定緊急避難所（法定外）,津波,
